,tool,gfa_id,msa,obj_function,penalization,min_len,len_graph,n_nodes,n_edges,is_acyclic,weakly_connected_components
37,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,5,3,4211,165,220,acyclic,1
38,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,5,3,16138,85,115,acyclic,1
39,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,5,3,5469,116,154,acyclic,1
40,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,5,3,14091,877,1176,acyclic,1
41,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,5,3,4854,54,71,acyclic,1
42,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,5,3,8774,32,42,acyclic,1
43,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,5,3,61069,1884,2557,acyclic,1
44,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,5,3,3576,498,672,acyclic,1
45,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,5,3,4186,474,646,acyclic,1
46,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,5,3,4804,13,16,acyclic,1
47,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,5,3,3422,235,315,acyclic,1
48,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,5,3,6567,70,93,acyclic,1
49,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,5,3,24603,4332,6011,acyclic,1
50,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,5,3,15801,453,611,acyclic,1
51,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,5,3,17130,644,880,acyclic,1
52,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,5,3,5269,178,239,acyclic,1
53,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,5,3,15081,250,333,acyclic,1
54,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,7,5,3576,498,672,acyclic,1
55,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,7,5,4520,29,38,acyclic,1
56,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,7,5,4184,474,646,acyclic,1
57,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,7,5,61069,1884,2557,acyclic,1
58,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,7,5,3422,235,315,acyclic,1
59,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,7,5,14091,877,1176,acyclic,1
60,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,7,5,4804,13,16,acyclic,1
61,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,7,5,1098,54,74,acyclic,1
62,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,7,5,19473,1833,2516,acyclic,1
63,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,7,5,13393,638,865,acyclic,1
64,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,7,5,4854,54,71,acyclic,1
65,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,7,5,16267,150,200,acyclic,1
66,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,7,5,9095,2819,3893,acyclic,1
67,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,7,5,17061,263,359,acyclic,1
68,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,7,5,5469,116,154,acyclic,1
69,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,7,5,17130,644,880,acyclic,1
70,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,7,5,24599,4331,6010,acyclic,1
71,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,7,5,15081,250,333,acyclic,1
72,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,7,5,6567,70,93,acyclic,1
73,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,7,5,7474,243,325,acyclic,1
74,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,7,5,5269,178,239,acyclic,1
75,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,7,5,4211,165,220,acyclic,1
76,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,7,5,16138,85,115,acyclic,1
77,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,7,5,8774,32,42,acyclic,1
78,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,7,5,15801,453,611,acyclic,1
79,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,7,5,4020,106,142,acyclic,1
80,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,7,5,3306,324,440,acyclic,1
81,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,3,10,4854,54,71,acyclic,1
82,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,3,10,8774,32,42,acyclic,1
83,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,3,10,5469,116,154,acyclic,1
84,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,3,10,4184,474,646,acyclic,1
85,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,3,10,4520,29,38,acyclic,1
86,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,3,10,3576,498,672,acyclic,1
87,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,3,10,61069,1884,2557,acyclic,1
88,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,3,10,15081,250,333,acyclic,1
89,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,3,10,24601,4331,6010,acyclic,1
90,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,3,10,3422,235,315,acyclic,1
91,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,3,10,1098,54,74,acyclic,1
92,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,3,10,4804,13,16,acyclic,1
93,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,3,10,17130,644,880,acyclic,1
94,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,3,10,17061,263,359,acyclic,1
95,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,3,10,16138,85,115,acyclic,1
96,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,3,10,4211,165,220,acyclic,1
97,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,3,10,9080,2818,3891,acyclic,1
98,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,3,10,5269,178,239,acyclic,1
99,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,3,10,16267,150,200,acyclic,1
100,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,3,10,3306,324,440,acyclic,1
101,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,3,10,4020,106,142,acyclic,1
102,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,3,10,13393,638,865,acyclic,1
103,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,3,10,19470,1833,2516,acyclic,1
104,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,3,10,15801,453,611,acyclic,1
105,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,3,10,14117,877,1176,acyclic,1
106,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,3,10,7474,243,325,acyclic,1
107,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,3,10,6567,70,93,acyclic,1
108,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,5,10,14117,877,1176,acyclic,1
109,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,5,10,3576,498,672,acyclic,1
110,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,5,10,4184,474,646,acyclic,1
111,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,5,10,61069,1884,2557,acyclic,1
112,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,5,10,3422,235,315,acyclic,1
113,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,5,10,4854,54,71,acyclic,1
114,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,5,10,15801,453,611,acyclic,1
115,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,5,10,5469,116,154,acyclic,1
116,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,5,10,4804,13,16,acyclic,1
117,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,5,10,16267,150,200,acyclic,1
118,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,5,10,4520,29,38,acyclic,1
119,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,5,10,19470,1833,2516,acyclic,1
120,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,5,10,13393,638,865,acyclic,1
121,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,5,10,17061,263,359,acyclic,1
122,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,5,10,9080,2818,3891,acyclic,1
123,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,5,10,1098,54,74,acyclic,1
124,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,5,10,5269,178,239,acyclic,1
125,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,5,10,15081,250,333,acyclic,1
126,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,5,10,7474,243,325,acyclic,1
127,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,5,10,17130,644,880,acyclic,1
128,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,5,10,24601,4331,6010,acyclic,1
129,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,5,10,4211,165,220,acyclic,1
130,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,5,10,16138,85,115,acyclic,1
131,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,5,10,4020,106,142,acyclic,1
132,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,5,10,3306,324,440,acyclic,1
133,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,5,10,6567,70,93,acyclic,1
134,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,5,10,8774,32,42,acyclic,1
135,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,7,10,5269,178,239,acyclic,1
136,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,7,10,8774,32,42,acyclic,1
137,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,7,10,7474,243,325,acyclic,1
138,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,7,10,4211,165,220,acyclic,1
139,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,7,10,17130,644,880,acyclic,1
140,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,7,10,16138,85,115,acyclic,1
141,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,7,10,3306,324,440,acyclic,1
142,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,7,10,4020,106,142,acyclic,1
143,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,7,10,24601,4331,6010,acyclic,1
144,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,7,10,15801,453,611,acyclic,1
145,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,7,10,15081,250,333,acyclic,1
146,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,7,10,6567,70,93,acyclic,1
147,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,7,10,3576,498,672,acyclic,1
148,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,7,10,4184,474,646,acyclic,1
149,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,7,10,61069,1884,2557,acyclic,1
150,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,7,10,19470,1833,2516,acyclic,1
151,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,7,10,13393,638,865,acyclic,1
152,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,7,10,3422,235,315,acyclic,1
153,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,7,10,16267,150,200,acyclic,1
154,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,7,10,4854,54,71,acyclic,1
155,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,7,10,9080,2818,3891,acyclic,1
156,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,7,10,4804,13,16,acyclic,1
157,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,7,10,17061,263,359,acyclic,1
158,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,7,10,5469,116,154,acyclic,1
159,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,7,10,4520,29,38,acyclic,1
160,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,7,10,14117,877,1176,acyclic,1
161,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,7,10,1098,54,74,acyclic,1
162,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,3,5,15081,250,333,acyclic,1
163,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,3,5,6567,70,93,acyclic,1
164,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,3,5,17130,644,880,acyclic,1
165,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,3,5,4020,106,142,acyclic,1
166,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,3,5,3306,324,440,acyclic,1
167,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,3,5,4211,165,220,acyclic,1
168,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,3,5,24599,4331,6010,acyclic,1
169,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,3,5,16138,85,115,acyclic,1
170,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,3,5,7474,243,325,acyclic,1
171,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,3,5,8774,32,42,acyclic,1
172,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,3,5,5269,178,239,acyclic,1
173,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,3,5,1098,54,74,acyclic,1
174,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,3,5,14091,877,1176,acyclic,1
175,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,3,5,15801,453,611,acyclic,1
176,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,3,5,4520,29,38,acyclic,1
177,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,3,5,5469,116,154,acyclic,1
178,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,3,5,13393,638,865,acyclic,1
179,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,3,5,19473,1833,2516,acyclic,1
180,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,3,5,16267,150,200,acyclic,1
181,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,3,5,4804,13,16,acyclic,1
182,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,3,5,9085,2818,3891,acyclic,1
183,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,3,5,4854,54,71,acyclic,1
184,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,3,5,3422,235,315,acyclic,1
185,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,3,5,17061,263,359,acyclic,1
186,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,3,5,61069,1884,2557,acyclic,1
187,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,3,5,3576,498,672,acyclic,1
188,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,3,5,4184,474,646,acyclic,1
189,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,5,5,61069,1884,2557,acyclic,1
190,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,5,5,14091,877,1176,acyclic,1
191,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,5,5,3576,498,672,acyclic,1
192,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,5,5,1098,54,74,acyclic,1
193,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,5,5,4184,474,646,acyclic,1
194,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,5,5,4520,29,38,acyclic,1
195,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,5,5,4804,13,16,acyclic,1
196,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,5,5,3422,235,315,acyclic,1
197,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,5,5,4854,54,71,acyclic,1
198,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,5,5,17061,263,359,acyclic,1
199,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,5,5,9095,2819,3893,acyclic,1
200,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,5,5,16267,150,200,acyclic,1
201,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,5,5,5469,116,154,acyclic,1
202,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,5,5,19473,1833,2516,acyclic,1
203,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,5,5,13393,638,865,acyclic,1
204,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,5,5,6567,70,93,acyclic,1
205,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,5,5,15081,250,333,acyclic,1
206,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,5,5,24599,4331,6010,acyclic,1
207,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,5,5,17130,644,880,acyclic,1
208,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,5,5,7474,243,325,acyclic,1
209,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,5,5,15801,453,611,acyclic,1
210,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,5,5,4020,106,142,acyclic,1
211,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,5,5,3306,324,440,acyclic,1
212,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,5,5,4211,165,220,acyclic,1
213,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,5,5,16138,85,115,acyclic,1
214,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,5,5,5269,178,239,acyclic,1
215,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,5,5,8774,32,42,acyclic,1
216,pangeblocks,TAP1-6890,mafft.op1.53-ep0,weighted,7,3,8774,32,42,acyclic,1
217,pangeblocks,DRA-3122,mafft.op1.53-ep0,weighted,7,3,5269,178,239,acyclic,1
218,pangeblocks,L-3139,mafft.op1.53-ep0,weighted,7,3,7474,243,325,acyclic,1
219,pangeblocks,K-3138,mafft.op1.53-ep0,weighted,7,3,3308,324,440,acyclic,1
220,pangeblocks,J-3137,mafft.op1.53-ep0,weighted,7,3,4020,106,142,acyclic,1
221,pangeblocks,G-3135,mafft.op1.53-ep0,weighted,7,3,4211,165,220,acyclic,1
222,pangeblocks,DMB-3109,mafft.op1.53-ep0,weighted,7,3,6567,70,93,acyclic,1
223,pangeblocks,F-3134,mafft.op1.53-ep0,weighted,7,3,16138,85,115,acyclic,1
224,pangeblocks,DRB4-3126,mafft.op1.53-ep0,weighted,7,3,15081,250,333,acyclic,1
225,pangeblocks,DRB1-3123,mafft.op1.53-ep0,weighted,7,3,24603,4332,6011,acyclic,1
226,pangeblocks,MICB-4277,mafft.op1.53-ep0,weighted,7,3,17130,644,880,acyclic,1
227,pangeblocks,DQB1-3119,mafft.op1.53-ep0,weighted,7,3,9103,2819,3893,acyclic,1
228,pangeblocks,MICA-100507436,mafft.op1.53-ep0,weighted,7,3,15801,453,611,acyclic,1
229,pangeblocks,DOA-3111,mafft.op1.53-ep0,weighted,7,3,5469,116,154,acyclic,1
230,pangeblocks,TAP2-6891,mafft.op1.53-ep0,weighted,7,3,17062,263,359,acyclic,1
231,pangeblocks,A-3105,mafft.op1.53-ep0,weighted,7,3,61069,1884,2557,acyclic,1
232,pangeblocks,DRB3-3125,mafft.op1.53-ep0,weighted,7,3,13393,638,865,acyclic,1
233,pangeblocks,DQA1-3117,mafft.op1.53-ep0,weighted,7,3,19472,1833,2516,acyclic,1
234,pangeblocks,C-3107,mafft.op1.53-ep0,weighted,7,3,3576,498,672,acyclic,1
235,pangeblocks,DOB-3112,mafft.op1.53-ep0,weighted,7,3,4854,54,71,acyclic,1
236,pangeblocks,B-3106,mafft.op1.53-ep0,weighted,7,3,4186,474,646,acyclic,1
237,pangeblocks,DPA1-3113,mafft.op1.53-ep0,weighted,7,3,16267,150,200,acyclic,1
238,pangeblocks,E-3133,mafft.op1.53-ep0,weighted,7,3,4804,13,16,acyclic,1
239,pangeblocks,H-3136,mafft.op1.53-ep0,weighted,7,3,3422,235,315,acyclic,1
240,pangeblocks,V-352962,mafft.op1.53-ep0,weighted,7,3,1098,54,74,acyclic,1
241,pangeblocks,DPB1-3115,mafft.op1.53-ep0,weighted,7,3,14091,877,1176,acyclic,1
242,pangeblocks,DMA-3108,mafft.op1.53-ep0,weighted,7,3,4520,29,38,acyclic,1
243,pangeblocks,MICB-4277,mafft.op1.53-ep0,nodes,0,0,17130,644,880,acyclic,1
244,pangeblocks,H-3136,mafft.op1.53-ep0,nodes,0,0,3422,235,315,acyclic,1
245,pangeblocks,E-3133,mafft.op1.53-ep0,nodes,0,0,4804,13,16,acyclic,1
246,pangeblocks,DRB1-3123,mafft.op1.53-ep0,nodes,0,0,24582,4331,6010,acyclic,1
247,pangeblocks,B-3106,mafft.op1.53-ep0,nodes,0,0,4184,474,646,acyclic,1
248,pangeblocks,DOA-3111,mafft.op1.53-ep0,nodes,0,0,5469,116,154,acyclic,1
249,pangeblocks,DRB4-3126,mafft.op1.53-ep0,nodes,0,0,15081,250,333,acyclic,1
250,pangeblocks,C-3107,mafft.op1.53-ep0,nodes,0,0,3576,498,672,acyclic,1
251,pangeblocks,A-3105,mafft.op1.53-ep0,nodes,0,0,61069,1884,2557,acyclic,1
252,pangeblocks,DOB-3112,mafft.op1.53-ep0,nodes,0,0,4854,54,71,acyclic,1
253,pangeblocks,MICA-100507436,mafft.op1.53-ep0,nodes,0,0,15801,453,611,acyclic,1
254,pangeblocks,TAP1-6890,mafft.op1.53-ep0,nodes,0,0,8774,32,42,acyclic,1
255,pangeblocks,DMA-3108,mafft.op1.53-ep0,nodes,0,0,4520,29,38,acyclic,1
256,pangeblocks,V-352962,mafft.op1.53-ep0,nodes,0,0,1098,54,74,acyclic,1
257,pangeblocks,L-3139,mafft.op1.53-ep0,nodes,0,0,7474,243,325,acyclic,1
258,pangeblocks,DRA-3122,mafft.op1.53-ep0,nodes,0,0,5269,178,239,acyclic,1
259,pangeblocks,DPB1-3115,mafft.op1.53-ep0,nodes,0,0,14091,877,1176,acyclic,1
260,pangeblocks,DQA1-3117,mafft.op1.53-ep0,nodes,0,0,19470,1833,2516,acyclic,1
261,pangeblocks,DRB3-3125,mafft.op1.53-ep0,nodes,0,0,13393,638,865,acyclic,1
262,pangeblocks,F-3134,mafft.op1.53-ep0,nodes,0,0,16138,85,115,acyclic,1
263,pangeblocks,G-3135,mafft.op1.53-ep0,nodes,0,0,4211,165,220,acyclic,1
264,pangeblocks,DPA1-3113,mafft.op1.53-ep0,nodes,0,0,16267,150,200,acyclic,1
265,pangeblocks,K-3138,mafft.op1.53-ep0,nodes,0,0,3306,324,440,acyclic,1
266,pangeblocks,DQB1-3119,mafft.op1.53-ep0,nodes,0,0,9085,2818,3891,acyclic,1
267,pangeblocks,J-3137,mafft.op1.53-ep0,nodes,0,0,4020,106,142,acyclic,1
268,pangeblocks,DMB-3109,mafft.op1.53-ep0,nodes,0,0,6567,70,93,acyclic,1
269,pangeblocks,TAP2-6891,mafft.op1.53-ep0,nodes,0,0,17061,263,359,acyclic,1
270,pangeblocks,TAP1-6890,mafft.op1.53-ep0,strings,0,0,8774,32,42,acyclic,1
271,pangeblocks,J-3137,mafft.op1.53-ep0,strings,0,0,4020,106,142,acyclic,1
