,tool,seqid,in_gfa,gfa_id,path_seqs,path_gfa
20,pggb,21:2546017-2549377+Escherichia_coli_O55H7_str_CB9615_chromosome.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
21,pggb,22:2093881-2097241+Escherichia_coli_S88.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
22,pggb,23:2347922-2351282+Escherichia_coli_SE11.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
23,pggb,24:2182878-2186238+Escherichia_coli_str_K-12_substr_DH10B.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
24,pggb,25:2091870-2095230+Escherichia_coli_str_K-12_substr_MG1655.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
25,pggb,26:2095983-2099343+Escherichia_coli_str_K-12_substr_W3110.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
26,pggb,27:2232253-2235613+Escherichia_coli_UTI89.gbk,True,coli27-86,/data/didelot/coli27-86.fasta,../didelot-pggb-HLAzooparams/coli27-86/coli27-86.fa.gz.269940d.417fcdf.a8b8a10.smooth.final.gfa
27,pggb,1,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
28,pggb,2,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
29,pggb,3,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
30,pggb,4,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
31,pggb,5,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
32,pggb,6,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
33,pggb,7,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
34,pggb,8,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
35,pggb,9,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
36,pggb,10,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
37,pggb,11,True,slpa-basis,/data/didelot/slpa-basis.fasta,../didelot-pggb-HLAzooparams/slpa-basis/slpa-basis.fa.gz.acf6c7c.417fcdf.67d1f12.smooth.final.gfa
38,pggb,1,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
39,pggb,2,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
40,pggb,3,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
41,pggb,4,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
42,pggb,5,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
43,pggb,6,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
44,pggb,7,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
45,pggb,8,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
46,pggb,9,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
47,pggb,10,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
48,pggb,11,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
49,pggb,12,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
50,pggb,13,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
51,pggb,14,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
52,pggb,15,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
53,pggb,16,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
54,pggb,17,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
55,pggb,18,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
56,pggb,19,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
57,pggb,20,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
58,pggb,21,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
59,pggb,22,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
60,pggb,23,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
61,pggb,24,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
62,pggb,25,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
63,pggb,26,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
64,pggb,27,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
65,pggb,28,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
66,pggb,29,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
67,pggb,30,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
68,pggb,31,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
69,pggb,32,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
70,pggb,33,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
71,pggb,34,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
72,pggb,35,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
73,pggb,36,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
74,pggb,37,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
75,pggb,38,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
76,pggb,39,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
77,pggb,40,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
78,pggb,41,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
79,pggb,42,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
80,pggb,43,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
81,pggb,44,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
82,pggb,45,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
83,pggb,46,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
84,pggb,47,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
85,pggb,48,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
86,pggb,49,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
87,pggb,50,True,slpa-real,/data/didelot/slpa-real.fasta,../didelot-pggb-HLAzooparams/slpa-real/slpa-real.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
88,pggb,1,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
89,pggb,2,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
90,pggb,3,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
91,pggb,4,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
92,pggb,5,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
93,pggb,6,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
94,pggb,7,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
95,pggb,8,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
96,pggb,9,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
97,pggb,10,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
98,pggb,11,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
99,pggb,12,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
100,pggb,13,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
101,pggb,14,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
102,pggb,15,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
103,pggb,16,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
104,pggb,17,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
105,pggb,18,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
106,pggb,19,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
107,pggb,20,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
108,pggb,21,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
109,pggb,22,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
110,pggb,23,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
111,pggb,24,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
112,pggb,25,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
113,pggb,26,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
114,pggb,27,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
115,pggb,28,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
116,pggb,29,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
117,pggb,30,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
118,pggb,31,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
119,pggb,32,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
120,pggb,33,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
121,pggb,34,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
122,pggb,35,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
123,pggb,36,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
124,pggb,37,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
125,pggb,38,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
126,pggb,39,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
127,pggb,40,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
128,pggb,41,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
129,pggb,42,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
130,pggb,43,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
131,pggb,44,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
132,pggb,45,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
133,pggb,46,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
134,pggb,47,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
135,pggb,48,True,slpa-simu,/data/didelot/slpa-simu.fasta,../didelot-pggb-HLAzooparams/slpa-simu/slpa-simu.fa.gz.b38b29c.417fcdf.571a156.smooth.final.gfa
